key|value|comment
knowledge-term.ai-visibility.cons.4@en|Few established best practices|Content text for en locale
knowledge-term.ai-visibility.cons.5@de|ROI schwer messbar|Content text for de locale
knowledge-term.ai-visibility.cons.5@en|ROI difficult to measure|Content text for en locale
knowledge-term.ai-visibility.pros.title@de|Chancen|Content text for de locale
knowledge-term.ai-visibility.pros.title@en|Opportunities|Content text for en locale
knowledge-term.ai-visibility.pros.1@de|First-Mover-Advantage noch möglich|Content text for de locale
knowledge-term.ai-visibility.pros.1@en|First-mover advantage still possible|Content text for en locale
knowledge-term.ai-visibility.pros.2@de|Qualität wird endlich belohnt|Content text for de locale
knowledge-term.ai-visibility.pros.2@en|Quality finally rewarded|Content text for en locale
knowledge-term.ai-visibility.pros.3@de|Langfristige Autorität aufbaubar|Content text for de locale
knowledge-term.ai-visibility.pros.3@en|Long-term authority buildable|Content text for en locale
knowledge-term.ai-visibility.pros.4@de|Zukunftssichere Strategie|Content text for de locale
knowledge-term.ai-visibility.pros.4@en|Future-proof strategy|Content text for en locale
knowledge-term.ai-visibility.pros.5@de|Weniger Konkurrenz als bei SEO|Content text for de locale
knowledge-term.ai-visibility.pros.5@en|Less competition than SEO|Content text for en locale
knowledge-term.ai-visibility@de|AI Visibility|Index display name
knowledge-term.ai-visibility@en|AI Visibility|Index display name
